Date,Production_power,Temp,Solar_Power
2025-07-29,31273.71212,20.46958333,0.762916667
2025-07-30,37478.93939,20.76458333,0.97125
2025-07-31,36060.83333,20.995,0.9625
2025-08-01,35567.95455,22.55125,0.855416667
2025-08-02,37097.19697,23.43083333,0.91875
2025-08-03,20616.9697,19.29833333,0.605
2025-08-04,37136.59091,20.28708333,0.7775
2025-08-05,37702.42424,21.55625,1.03
2025-08-06,35700.60606,20.78916667,0.932083333
2025-08-07,36782.19697,21.07875,1.024583333
2025-08-08,36307.57576,24.90958333,1.055416667
2025-08-09,35320.5303,27.44625,0.980833333
2025-08-10,34914.54545,28.77541667,0.935416667
2025-08-11,37348.0303,24.15958333,1.140416667
2025-08-12,37400.60606,24.05583333,1.097916667
2025-08-13,35623.69697,26.01583333,1.03375
2025-08-14,35007.42424,27.44208333,0.982916667
2025-08-15,32591.36364,28.8425,0.96625
2025-08-16,33138.0303,29.49916667,0.839583333
2025-08-17,23783.25758,24.75083333,0.623333333
2025-08-18,32820.45454,21.76083333,0.907916667
2025-08-19,36207.42424,22.12041667,0.933333333
2025-08-20,29684.54545,25.02416667,0.855833333
2025-08-21,8706.969698,21.61375,0.237083333
2025-08-22,24224.84848,20.11458333,0.64125
2025-08-23,31104.01515,17.04041667,0.628333333
2025-08-24,37821.9697,16.50916667,0.961666667
2025-08-25,31158.71212,18.39291667,0.760416667
2025-08-26,33389.92424,20.03166667,0.867083333
2025-08-27,33385.83333,23.39541667,0.85375
2025-08-28,33858.63636,25.44208333,0.827916667
2025-08-29,24850.15152,25.54125,0.697916667
2025-08-30,15380.60606,21.57375,0.584166667
2025-08-31,18362.65152,20.4625,0.441666667
2025-09-01,33430.37879,21.80833333,0.817083333
2025-09-02,32007.65151,22.515,0.790416667
2025-09-03,29146.66667,22.21541667,0.724166667
2025-09-04,33551.66667,23.89541667,0.806666667
2025-09-05,31584.16667,23.69791667,0.675416667
2025-09-06,18271.13636,19.6025,0.60375
2025-09-07,34661.59091,19.68166667,0.752916667
2025-09-08,31022.42424,21.21166667,0.695416667
2025-09-09,32938.71212,20.72583333,0.752916667
2025-09-10,7754.848485,19.40541667,0.398333333
2025-09-11,25860.45455,20.43666667,0.512916667
2025-09-12,25260.5303,20.90458333,0.565
2025-09-13,15015.75758,21.65458333,0.59125
2025-09-14,6175.984849,18.00625,0.20375
2025-09-15,31176.8759,18.79125,0.652083333
2025-09-16,4669.772727,17.20666667,0.22
2025-09-17,31150.90909,14.89125,0.532916667
2025-09-18,19871.74243,16.88,0.501666667
2025-09-19,31920.75758,20.7525,0.735
2025-09-20,32120.75758,20.8825,0.722916667
2025-09-21,32220.22727,22.445,0.742083333
2025-09-22,31207.27273,22.07166667,0.669166667
2025-09-23,5459.772727,17.60166667,0.210416667
2025-09-24,6175,16.17125,0.2225
2025-09-25,2210.833333,13.19041667,0.098333333
2025-09-26,10832.19697,12.80916667,0.179166667
2025-09-27,19464.31818,14.02416667,0.37875
2025-09-28,15638.10606,14.40625,0.470416667
2025-09-29,25433.25758,12.22541667,0.485833333
2025-09-30,25150,10.69916667,0.43875
2025-10-01,16180,9.858333333,0.343333333
2025-10-02,27865.90909,8.25875,0.53375
2025-10-03,30112.57576,7.75625,0.6225
2025-10-04,31573.78788,9.127916667,0.654583333
2025-10-05,7180.833333,9.931666667,0.22875
2025-10-06,10422.19697,10.14625,0.334166667
2025-10-07,13154.92424,11.39416667,0.263333333
2025-10-08,29949.77273,11.99416667,0.562083333
2025-10-09,6285.530304,12.34083333,0.21875
2025-10-10,7211.818181,12.10041667,0.190833333
2025-10-11,13402.12121,13.70708333,0.221666667
2025-10-12,7119.924242,12.09375,0.340833333
2025-10-13,22536.9697,11.54375,0.44625
2025-10-14,17515.37879,9.265833333,0.35
2025-10-15,18671.21212,11.31916667,0.287916667
2025-10-16,5100.454546,11.31125,0.22125
2025-10-17,5503.712121,12.0575,0.2325
2025-10-18,14355.5303,8.64125,0.3975
2025-10-19,27521.9697,6.93125,0.525833333
2025-10-20,26969.69697,8.034166667,0.493333333
2025-10-21,11721.81818,11.38083333,0.137083333
2025-10-22,9799.545455,13.05958333,0.200416667
2025-10-23,14232.04546,15.63458333,0.179166667
2025-10-24,16629.16667,10.26666667,0.215416667
2025-10-25,11964.69697,8.521666667,0.224583333
2025-10-26,19866.74242,8.540416667,0.279583333
2025-10-27,6244.39394,7.636666667,0.192916667
2025-10-28,20415.30303,9.449583333,0.229166667
2025-10-29,21014.92424,12.47666667,0.37
2025-10-30,10429.4697,13.57583333,0.149166667
2025-10-31,17094.54546,11.26333333,0.335833333
2025-11-01,17378.63636,13.86458333,0.302916667
2025-11-02,17049.77273,14.45291667,0.184166667
2025-11-03,4073.787879,9.88625,0.1
2025-11-04,23591.43939,7.855416667,0.364166667
2025-11-05,23678.86364,7.327083333,0.350833333
2025-11-06,22776.81818,7.090833333,0.378333333
2025-11-07,22565.75758,7.43125,0.372916667
2025-11-08,2623.409091,7.2625,0.1075
2025-11-09,5890.303031,8.291666667,0.167083333
2025-11-10,7842.196969,8.011666667,0.164583333
2025-11-11,4382.80303,6.337083333,0.23125
2025-11-12,2082.575758,4.835416667,0.191666667
2025-11-13,1870.530303,4.307916667,0.156666667
2025-11-14,1242.575758,6.40125,0.155
2025-11-15,1328.030303,7.772916667,0.1225
2025-11-16,2349.621212,8.034583333,0.11125
2025-11-17,717.8787879,8.617083333,0.036666667
2025-11-18,21463.0303,2.528333333,0.277916667
2025-11-19,9470,0.795833333,0.184166667
2025-11-20,1547.424242,2.562083333,0.07625
2025-11-21,1859.242424,2.33,0.04875
2025-11-22,2711.515152,1.759583333,0.14
2025-11-23,220.7575757,-1.187083333,0.086666667
2025-11-24,1276.363636,-0.5175,0.0575
2025-11-25,317.9545454,3.774583333,0.045416667
2025-11-26,5676.136364,0.307916667,0.057916667
2025-11-27,12384.16667,-1.162916667,0.192916667
2025-11-28,20286.9697,-1.185833333,0.287083333
2025-11-29,5344.545455,-0.448333333,0.17
2025-11-30,1774.393939,0.587916667,0.14125
2025-12-01,2562.727273,0.95875,0.12625
2025-12-02,968.8636364,1.362916667,0.083333333
2025-12-03,2580.757576,4.1825,0.085
2025-12-04,1931.060606,5.660416667,0.10125
2025-12-05,1334.69697,7.081666667,0.046666667
2025-12-06,2585.151515,6.769583333,0.1275
2025-12-07,3954.393939,5.593333333,0.09375
2025-12-08,2509.090909,4.605833333,0.0925
2025-12-09,13252.95455,4.533333333,0.119583333
2025-12-10,817.7272727,3.227916667,0.108333333
2025-12-11,2326.818182,4.20875,0.043333333
2025-12-12,1307.121212,3.892083333,0.135833333
2025-12-13,566.2878787,0.919166667,0.115
2025-12-14,518.6363636,0.749583333,0.090416667
2025-12-15,971.2878787,-0.074583333,0.1025
2025-12-16,1465.833333,-1.04625,0.115833333
2025-12-17,3261.060606,0.285416667,0.1025
2025-12-18,1275.075758,1.887083333,0.117916667
2025-12-19,958.7878788,4.24875,0.057916667
2025-12-20,805.530303,2.690833333,0.124583333
2025-12-21,749.6212122,2.142916667,0.1
2025-12-22,445.1515151,2.4075,0.070833333
2025-12-23,972.0454546,1.866666667,0.085
2025-12-24,4949.545454,0.947916667,0.148333333
2025-12-25,1102.727273,0.169583333,0.120416667
2025-12-26,15144.09091,-0.2475,0.2
2025-12-27,17906.66667,-1.142083333,0.231666667
2025-12-28,8302.045456,-0.442916667,0.161666667
2025-12-29,19062.72727,-1.669166667,0.240833333
2025-12-30,18926.28788,-0.69375,0.189583333
2025-12-31,12210.83333,-2.502916667,0.161666667
